slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide
MIZ/KOL/2024/881,Mizoram,Kolasib,,,24.56925833,93.177275,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/KOL/2024/882,Mizoram,Kolasib,,,24.57296389,93.17700556,Debris,Slide,7 July 2024,2024-07-07,1
MIZ/KOL/2024/883,Mizoram,Kolasib,,,24.5768,93.106075,Debris,Slide,12 June 2024,2024-06-12,1
MIZ/KOL/2024/884,Mizoram,Kolasib,,,24.526075,93.05379167,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/KOL/2024/885,Mizoram,Kolasib,,,24.458325,93.09439167,Debris,Slide,24 September 2024,2024-09-24,1
MZ/AZL/84A10/2024/120,Mizoram,Aizawl,,Tachhip,23.57722222,92.71222222,Earth,Complex,28 May 2024,2024-05-28,1
MIZ/AZL/84A10/2025/002,Mizoram,Aizawl,,Kulikawn East,23.6868033,92.7251987,Rock,Slide,29 May 2025,2025-05-29,1
MIZ/AZL/84A10/2025/003,Mizoram,Aizawl,,"Ngaizel, Kulikawn",23.7002691,92.7181685,Rock,Fall,13 May 2025,2025-05-13,1
MIZ/AZL/84A10/2025/004,Mizoram,Aizawl,,"Zohnuai, Vaivakawn, Aizawl",23.74247,92.705587,Debris,Subsidence,31 May 2025,2025-05-31,1
MIZ/AZL/84A09/2025/009,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.75024,92.736662,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/AZL/84A09/2025/011,Mizoram,Aizawl,,Chaltlang Lily Veng,23.755925,92.726753,Rock,Fall,24 May 2025,2025-05-24,1
MIZ/AZL/84A10/2025/012,Mizoram,Aizawl,,"Chanmari West, Aizawl",23.745802,92.717053,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,,Sumsuih,23.469247,92.744068,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/AZL/84A15/2025/016,Mizoram,Aizawl,,Sialsuk,23.410771,92.753123,Debris,Slide,28 May 2024,2024-05-28,1
MIZ/AZL/84A15/2025/017,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.367366,92.767304,Rock,Slide,01 June 2025,2025-06-01,1
MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.353485,92.780193,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.350187,92.778852,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.341022,92.776761,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.339144,92.786128,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/AZL/84A15/2025/022,Mizoram,Aizawl,,Thenzawl Quarry,23.336229,92.787113,Debris,Flow,30 May 2025,2025-05-30,1
MIZ/AZL/84A15/2025/023,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.313871,92.792739,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/024,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.315355,92.790619,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/025,Mizoram,Serchhip,,Outside Thenzawl,23.316491,92.788798,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A12/2025/026,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.239637,92.748175,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Buangpui,23.239077,92.745631,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A12/2025/028,Mizoram,Serchhip,,Buangpui,23.239137,92.744468,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A12/2025/029,Mizoram,Serchhip,,Buangpui,23.239797,92.744214,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A12/2025/030,Mizoram,Serchhip,,Buangpui,23.238785,92.744224,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/032,Mizoram,Lunglei,,Kanghmun,23.214239,92.740856,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.203253,92.735838,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/034,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.200475,92.735007,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/035,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.195661,92.73562,Rock,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.194007,92.734654,Rock,Slide,30 May 2025,2025-05-30,1
MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.193468,92.734849,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LUNG/84A12/2025/038,Mizoram,Lunglei,,Ramlaitui,23.183856,92.735346,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LUNG/84A12/2025/040,Mizoram,Lunglei,,Ramlaitui,23.181806,92.736868,Earth,slide,30 May 2025,2025-05-30,1
MIZ/LUNG/84A12/2025/041,Mizoram,Lunglei,,Ramlaitui,23.18077,92.735789,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/042,Mizoram,Lunglei,,Ramlaitui,23.173606,92.739793,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.150939,92.748258,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A16/2025/044,Mizoram,Lunglei,,Sekhum,23.140846,92.751229,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.1351,92.748694,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.134009,92.746247,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.132082,92.746268,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/048,Mizoram,Lunglei,,N. Mualthuam,23.114694,92.743931,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/049,Mizoram,Lunglei,,N. Mualthuam,23.114225,92.746024,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A12/2025/050,Mizoram,Lunglei,,N. Mualthuam,23.111824,92.745097,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.015005,92.765065,Rock,Slide,30 May 2025,2025-05-30,1
MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.022804,92.755698,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,22.973735,92.725975,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/LAW/84B14/2025/055,Mizoram,Lawngtlai,,"College Veng, Lawngtlai",22.519716,92.891037,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LAW/84B15/2025/056,Mizoram,Lawngtlai,,NH 54,22.48765,92.886806,Rock,Fall,31 May 2025,2025-05-31,1
MIZ/SIA/84B15/2025/057,Mizoram,Siaha,,Kawchaw W,22.404215,92.951647,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SIA/84B15/2025/058,Mizoram,Siaha,,NH 54,22.444376,92.947323,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/SIA/84B15/2025/059,Mizoram,Siaha,,"Meiseviah, Siaha",22.491822,92.970252,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SIA/84B15/2025/060,Mizoram,Siaha,,"Meiseviah, Siaha",22.491,92.97076,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SIA/84F03/2025/061,Mizoram,Siaha,,Lobo,22.469737,93.100868,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SIA/84B15/2025/061,Mizoram,Siaha,,Siaha to Kawlchaw,22.437107,92.946912,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LAW/84B14/2025/061,Mizoram,Lawngtlai,,Thingkah,22.54735,92.882032,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/062,Mizoram,Lunglei,,NH 54,22.641087,92.867635,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/063,Mizoram,Lunglei,,NH 54,22.660692,92.855602,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/064,Mizoram,Lunglei,,NH 54,22.688472,92.842907,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/065,Mizoram,Lunglei,,NH 54,22.702165,92.836523,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/066,Mizoram,Lunglei,,NH 54,22.706999,92.841597,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B14/2025/067,Mizoram,Lunglei,,NH 54,22.745387,92.841543,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B13/2025/070,Mizoram,Lunglei,,NH 54,22.788323,92.833817,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B13/2025/071,Mizoram,Lunglei,,NH 54,22.793307,92.819831,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/LUNG/84B13/2025/072,Mizoram,Lunglei,,Theiriat,22.866131,92.772713,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84B13/2025/073,Mizoram,Lunglei,,Serkawn PHE Complex,22.903567,92.758702,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84B13/2025/074,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.903454,92.760096,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84B13/2025/075,Mizoram,Lunglei,,"Serkawn, Lunglei",22.904615,92.75705,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84B13/2025/076,Mizoram,Lunglei,,"Zohnuai, Lunglei",22.922528,92.752404,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84B09/2025/077,Mizoram,Lunglei,,"Bazar Veng, Lunglei",22.895235,92.747812,Debris,Slide,02 June 2025,2025-06-02,1
MIZ/LUNG/84B13/2025/078,Mizoram,Lunglei,,NH 54,22.88042,92.821692,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84B13/2025/079,Mizoram,Lunglei,,NH 54,22.892426,92.822937,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84B13/2025/080,Mizoram,Hnahthial,,NH 54,22.902089,92.879909,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84B13/2025/081,Mizoram,Hnahthial,,Hnahthial Kanaan Veng,22.967715,92.925677,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84B13/2025/082,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.971217,92.925544,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84B13/2025/083,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.969582,92.925917,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84A16/2025/084,Mizoram,Hnahthial,,Pangzawl,23.077813,92.89844,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84A16/2025/085,Mizoram,Hnahthial,,Pangzawl,23.081023,92.897247,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84A16/2025/086,Mizoram,Hnahthial,,Pangzawl,23.084343,92.898597,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/HNAH/84A16/2025/087,Mizoram,Hnahthial,,Pangzawl,23.170678,92.899334,Rock,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/088,Mizoram,Serchhip,,Bungtlang,23.180345,92.900082,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/089,Mizoram,Serchhip,,Bungtlang Vengsang,23.187383,92.89826,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/090,Mizoram,Serchhip,,Bungtlang,23.187762,92.898034,Earth,slide,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/091,Mizoram,Serchhip,,Bungtlang,23.188273,92.898879,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A16/2025/092,Mizoram,Serchhip,,Bungtlang,23.193401,92.900218,Debris,Flow,29 May 2025,2025-05-29,1
MIZ/SER/84A16/2025/093,Mizoram,Serchhip,,Bungtlang,23.198119,92.899566,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A16/2025/094,Mizoram,Serchhip,,NH 54,23.223594,92.914767,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A16/2025/095,Mizoram,Serchhip,,NH 54,23.225227,92.912496,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/097,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.322039,92.859147,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/098,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319156,92.857722,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/099,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.317543,92.858683,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/100,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.318568,92.852294,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/101,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.323423,92.860926,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/102,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319412,92.855415,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/103,Mizoram,Serchhip,,"P&E Veng, Serchhip",23.319184,92.856725,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/104,Mizoram,Serchhip,,"Field Veng, Serchhip",23.309286,92.850807,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/105,Mizoram,Serchhip,,"Field Veng, Serchhip",23.10112,92.852784,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/106,Mizoram,Serchhip,,"Ramthlun Veng, Serchhip",23.309914,92.853522,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/107,Mizoram,Serchhip,,"AOC, Serchhip",23.315273,92.856524,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/108,Mizoram,Serchhip,,Serchhip,23.311529,92.85443,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/109,Mizoram,Serchhip,,Serchhip,23.31637,92.854172,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/110,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310074,92.858498,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/111,Mizoram,Serchhip,,"Chandmari, Serchhip",23.309295,92.860017,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/112,Mizoram,Serchhip,,"Chandmari, Serchhip",23.308629,92.860039,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/113,Mizoram,Serchhip,,Serchhip,23.308778,92.858357,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/114,Mizoram,Serchhip,,Serchhip,23.300837,92.855693,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/115,Mizoram,Serchhip,,Serchhip,23.300787,92.853572,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/116,Mizoram,Serchhip,,Serchhip,23.305323,92.852358,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/118,Mizoram,Serchhip,,"Chandmari, Serchhip",23.304746,92.862109,Debris,Slide,08 June 2025,2025-06-08,1
MIZ/SER/84A15/2025/119,Mizoram,Serchhip,,Serchhip,23.298928,92.857435,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/120,Mizoram,Serchhip,,"Chandmari, Serchhip",23.310846,92.858915,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/121,Mizoram,Serchhip,,"Chandmari, Serchhip",23.311335,92.858026,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/123,Mizoram,Serchhip,,"Saron, Serchhip",23.3057,92.852802,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/124,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307093,92.856289,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/125,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.307524,92.857678,Debris,Subsidence,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/126,Mizoram,Serchhip,,"Chhim Veng, Serchhip",23.305939,92.857538,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/127,Mizoram,Serchhip,,"Dinthar, Serchhip",23.303906,92.853173,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/128,Mizoram,Serchhip,,"Dinthar, Serchhip",23.301381,92.853078,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/129,Mizoram,Serchhip,,"Dinthar, Serchhip",23.299628,92.855609,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/130,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298137,92.857412,Earth,Slide,29 May 2025,2025-05-29,1
MIZ/SER/84A15/2025/131,Mizoram,Serchhip,,Serchhip,23.293453,92.858089,Debris,Slide,30 May 2025,2025-05-30,1
MIZ/SER/84A15/2025/133,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298166,92.858694,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/134,Mizoram,Serchhip,,New Serchhip,23.346456,92.851511,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/135,Mizoram,Serchhip,,New Serchhip,23.3466,92.854847,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/137,Mizoram,Serchhip,,Serchhip Bypass road,23.301587,92.868485,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/138,Mizoram,Serchhip,,Serchhip Bypass road,23.313996,92.863984,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/140,Mizoram,Serchhip,,Serchhip Bypass road,23.3228,92.862406,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/141,Mizoram,Serchhip,,NH 54,23.286141,92.868152,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/142,Mizoram,Serchhip,,NH 54,23.281219,92.869608,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/143,Mizoram,Serchhip,,NH 54,23.274148,92.871011,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/144,Mizoram,Serchhip,,NH 54,23.272548,92.874296,Earth,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/145,Mizoram,Serchhip,,NH 54,23.271227,92.874544,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/146,Mizoram,Serchhip,,NH 54,23.270548,92.877577,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/147,Mizoram,Serchhip,,NH 54,23.67701,92.87895,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A16/2025/148,Mizoram,Serchhip,,Keitum,23.243855,92.905242,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/149,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.286735,92.85703,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/150,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.284565,92.857096,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A15/2025/151,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.281443,92.840145,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/152,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.280947,92.8367,Rock,Slide,01 June 2025,2025-06-01,1
MIZ/SER/84A15/2025/153,Mizoram,Serchhip,,Serchhip - Thenzawl road,23.288276,92.830821,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A11/2025/154,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.293863,92.741368,Debris,slide,01 June 2025,2025-06-01,1
MIZ/SER/84A11/2025/155,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.295774,92.740012,Debris,slide,01 June 2025,2025-06-01,1
MIZ/SER/84A11/2025/156,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.30265,92.742945,Debris,slide,01 June 2025,2025-06-01,1
MIZ/SER/84A11/2025/157,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.307135,92.707624,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A11/2025/158,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306409,92.706083,Debris,Slide,31 May 2025,2025-05-31,1
MIZ/SER/84A11/2025/159,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306012,92.704212,Debris,Flow,31 May 2025,2025-05-31,1
MIZ/SER/84A11/2025/160,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.300291,92.69577,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A11/2025/161,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299806,92.694901,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/SER/84A11/2025/162,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.299312,92.692614,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/163,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.297521,92.689449,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/164,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.30374,92.672816,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/165,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.304123,92.671521,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/166,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306105,92.671296,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/167,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.306338,92.666573,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,,New Khawlek,23.32044,92.643229,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A11/2025/169,Mizoram,Lunglei,,Thenzawl - Buarpui road,23.301901,92.649401,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,,Buarpui,23.246611,92.655112,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.2388,92.636923,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.234538,92.637234,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.206413,92.632701,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,,West Bungtlang to Changpui road,23.197283,92.632661,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,,Changpui,23.174558,92.612556,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,,Changpui,23.1739,92.611378,Debris,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,,Changpui,23.173258,92.611929,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,,Changpui,23.17252,92.611434,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,,Changpui,23.172659,92.611828,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,,Thenhlum,23.198272,92.589291,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,,Thenhlum,23.198961,92.590043,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,,Thenhlum,23.199095,92.586671,Earth,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,,Thenhlum,23.199415,92.585883,Earth,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,,Thenhlum,23.200105,92.584517,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.200655,92.5813,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.201843,92.579666,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.202247,92.57903,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203107,92.577972,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.203903,92.576807,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204282,92.576174,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.204481,92.575792,Earth,Slide,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.205193,92.574684,Debris,Flow,01 June 2025,2025-06-01,1
MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,,Thenhlum to West Bunghmun road,23.214589,92.572672,Debris,Slide,01 June 2025,2025-06-01,1
